Country Name,Country Code,Series Name,Series Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Canada,CAN,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Coverage of unemployment benefits and ALMP (% of population),per_lm_alllm.cov_pop_tot,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Canada,CAN,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,9.03540611,9.34210205,9.44500446,9.60709858,10.71716499,10.69585419,10.40052414,10.50637913,10.40513706,10.24852657,10.73320484,11.02296066,10.83538342,10.80637455,10.84447765,..
Canada,CAN,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..
Canada,CAN,Final consumption expenditure (% of GDP),NE.CON.TOTL.ZS,73.381950838965,73.6677905669883,73.9786772815436,74.1807681166417,79.5375139849325,78.473823651928,77.0486166500288,77.078160359675,76.6651999817059,76.0628744240931,78.6867941894313,79.5323502505266,78.6795637381513,78.5076254477401,78.5807430815811,79.8069480923198
Canada,CAN,Fossil fuel energy consumption (% of total),EG.USE.COMM.FO.ZS,75.745137887563,74.5630719142971,74.7355837888856,75.0760026838519,75.0660005129962,75.3853926921305,74.6917469799152,74.4394791451663,73.1735157237361,73.1928743182183,74.089062024806,..,..,..,..,..
Canada,CAN,"Hospital beds (per 1,000 people)",SH.MED.BEDS.ZS,3.1,3.02,2.96,2.85,2.8,2.78,2.8,2.79,2.72,2.67,2.62,2.6,2.53,2.55,2.52,..
Canada,CAN,Households and NPISHs final consumption expenditure (% of GDP),NE.CON.PRVT.ZS,54.3060398586636,54.4190263896072,54.7281416781816,54.4613286341911,57.5729284798776,56.9983661915697,55.9027497896072,56.0203151808363,55.9608652705298,55.7963142959261,57.8089690631528,58.4843100556742,57.9762323528326,57.8261032924329,57.7471753917935,57.1550922527284
